index,Question,Segment Type,Segment Description,Answer,Count,Percentage,Count_log,Facebook,Instagram,Snapchat,Twitter,nan,Count_standardized,Percentage_standardized
156,What social platform has influenced your online shopping most?,University,Iowa State University,Instagram,1,0.333,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,0.4947245221342139
157,What social platform has influenced your online shopping most?,University,Iowa State University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
158,What social platform has influenced your online shopping most?,University,Iowa State University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
159,What social platform has influenced your online shopping most?,University,Iowa State University,nan,2,0.667,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,1.6980959347128188
160,What social platform has influenced your online shopping most?,University,Florida Gulf Coast University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
161,What social platform has influenced your online shopping most?,University,Florida Gulf Coast University,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
162,What social platform has influenced your online shopping most?,University,Florida Gulf Coast University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
163,What social platform has influenced your online shopping most?,University,Florida Gulf Coast University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
164,What social platform has influenced your online shopping most?,University,Florida Gulf Coast University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
165,What social platform has influenced your online shopping most?,University,University of Central Missouri,Facebook,1,0.333,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,0.4947245221342139
166,What social platform has influenced your online shopping most?,University,University of Central Missouri,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
167,What social platform has influenced your online shopping most?,University,University of Central Missouri,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
168,What social platform has influenced your online shopping most?,University,University of Central Missouri,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
169,What social platform has influenced your online shopping most?,University,University of Central Missouri,nan,2,0.667,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,1.6980959347128188
170,What social platform has influenced your online shopping most?,University,California State University Long Beach,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
171,What social platform has influenced your online shopping most?,University,California State University Long Beach,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
172,What social platform has influenced your online shopping most?,University,California State University Long Beach,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
173,What social platform has influenced your online shopping most?,University,California State University Long Beach,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
174,What social platform has influenced your online shopping most?,University,California State University Long Beach,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
175,What social platform has influenced your online shopping most?,University,Chaparral High School,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
176,What social platform has influenced your online shopping most?,University,Chaparral High School,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
177,What social platform has influenced your online shopping most?,University,Chaparral High School,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
178,What social platform has influenced your online shopping most?,University,Chaparral High School,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
179,What social platform has influenced your online shopping most?,University,Chaparral High School,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
180,What social platform has influenced your online shopping most?,University,Colorado Academy,Facebook,1,0.5,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
181,What social platform has influenced your online shopping most?,University,Colorado Academy,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
182,What social platform has influenced your online shopping most?,University,Colorado Academy,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
183,What social platform has influenced your online shopping most?,University,Colorado Academy,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
184,What social platform has influenced your online shopping most?,University,Colorado Academy,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
185,What social platform has influenced your online shopping most?,University,United States Naval Academy,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
186,What social platform has influenced your online shopping most?,University,United States Naval Academy,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
187,What social platform has influenced your online shopping most?,University,United States Naval Academy,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
188,What social platform has influenced your online shopping most?,University,United States Naval Academy,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
189,What social platform has influenced your online shopping most?,University,United States Naval Academy,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
190,What social platform has influenced your online shopping most?,University,University of Wisconsin-Whitewater,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
191,What social platform has influenced your online shopping most?,University,University of Wisconsin-Whitewater,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
192,What social platform has influenced your online shopping most?,University,University of Wisconsin-Whitewater,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
193,What social platform has influenced your online shopping most?,University,University of Wisconsin-Whitewater,Twitter,1,1.0,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,2.8978644388705295
194,What social platform has influenced your online shopping most?,University,University of Wisconsin-Whitewater,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
195,What social platform has influenced your online shopping most?,University,Lock Haven University,Facebook,1,1.0,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
196,What social platform has influenced your online shopping most?,University,Lock Haven University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
197,What social platform has influenced your online shopping most?,University,Lock Haven University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
198,What social platform has influenced your online shopping most?,University,Lock Haven University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
199,What social platform has influenced your online shopping most?,University,Lock Haven University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
200,What social platform has influenced your online shopping most?,University,Kalamazoo College,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
201,What social platform has influenced your online shopping most?,University,Kalamazoo College,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
202,What social platform has influenced your online shopping most?,University,Kalamazoo College,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
203,What social platform has influenced your online shopping most?,University,Kalamazoo College,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
204,What social platform has influenced your online shopping most?,University,Kalamazoo College,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
205,What social platform has influenced your online shopping most?,University,Stanford University,Facebook,2,0.222,1.0986122886681098,1.0,0.0,0.0,0.0,0.0,-0.3969107843301633,0.09480168741497692
206,What social platform has influenced your online shopping most?,University,Stanford University,Instagram,2,0.222,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,-0.3969107843301633,0.09480168741497692
207,What social platform has influenced your online shopping most?,University,Stanford University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
208,What social platform has influenced your online shopping most?,University,Stanford University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
209,What social platform has influenced your online shopping most?,University,Stanford University,nan,5,0.556,1.791759469228055,0.0,0.0,0.0,0.0,1.0,-0.3384757763282997,1.2981730999935819
210,What social platform has influenced your online shopping most?,University,Vanderbilt University,Facebook,15,0.375,2.772588722239781,1.0,0.0,0.0,0.0,0.0,-0.14369241632208782,0.6460466758117629
211,What social platform has influenced your online shopping most?,University,Vanderbilt University,Instagram,11,0.275,2.4849066497880004,0.0,1.0,0.0,0.0,0.0,-0.22160576032457258,0.2857558337223604
212,What social platform has influenced your online shopping most?,University,Vanderbilt University,Snapchat,1,0.025,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6149712715011463
213,What social platform has influenced your online shopping most?,University,Vanderbilt University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
214,What social platform has influenced your online shopping most?,University,Vanderbilt University,nan,13,0.325,2.6390573296152584,0.0,0.0,0.0,0.0,1.0,-0.1826490883233302,0.4659012547670617
215,What social platform has influenced your online shopping most?,University,Chapman University,Facebook,2,0.2,1.0986122886681098,1.0,0.0,0.0,0.0,0.0,-0.3969107843301633,0.01553770215530838
216,What social platform has influenced your online shopping most?,University,Chapman University,Instagram,6,0.6,1.9459101490553132,0.0,1.0,0.0,0.0,0.0,-0.3189974403276785,1.4567010705129189
217,What social platform has influenced your online shopping most?,University,Chapman University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
218,What social platform has influenced your online shopping most?,University,Chapman University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
219,What social platform has influenced your online shopping most?,University,Chapman University,nan,2,0.2,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,0.01553770215530838
220,What social platform has influenced your online shopping most?,University,Missouri State University,Facebook,3,0.12,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,-0.3774324483295421,-0.2726949715162138
221,What social platform has influenced your online shopping most?,University,Missouri State University,Instagram,10,0.4,2.3978952727983707,0.0,1.0,0.0,0.0,0.0,-0.24108409632519376,0.7361193863341137
222,What social platform has influenced your online shopping most?,University,Missouri State University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
223,What social platform has influenced your online shopping most?,University,Missouri State University,Twitter,2,0.08,1.0986122886681098,0.0,0.0,0.0,1.0,0.0,-0.3969107843301633,-0.41681130835197483
224,What social platform has influenced your online shopping most?,University,Missouri State University,nan,10,0.4,2.3978952727983707,0.0,0.0,0.0,0.0,1.0,-0.24108409632519376,0.7361193863341137
225,What social platform has influenced your online shopping most?,University,Emory University,Facebook,15,0.319,2.772588722239781,1.0,0.0,0.0,0.0,0.0,-0.14369241632208782,0.4442838042416975
226,What social platform has influenced your online shopping most?,University,Emory University,Instagram,14,0.298,2.70805020110221,0.0,1.0,0.0,0.0,0.0,-0.16317075232270903,0.36862272740292285
227,What social platform has influenced your online shopping most?,University,Emory University,Snapchat,2,0.043,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.5501189199250538
228,What social platform has influenced your online shopping most?,University,Emory University,Twitter,1,0.021,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.6293829051847224
229,What social platform has influenced your online shopping most?,University,Emory University,nan,15,0.319,2.772588722239781,0.0,0.0,0.0,0.0,1.0,-0.14369241632208782,0.4442838042416975
230,What social platform has influenced your online shopping most?,University,University of Richmond,Facebook,3,0.6,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,-0.3774324483295421,1.4567010705129189
231,What social platform has influenced your online shopping most?,University,University of Richmond,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
232,What social platform has influenced your online shopping most?,University,University of Richmond,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
233,What social platform has influenced your online shopping most?,University,University of Richmond,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
234,What social platform has influenced your online shopping most?,University,University of Richmond,nan,2,0.4,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,0.7361193863341137
235,What social platform has influenced your online shopping most?,University,Medford High School,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
236,What social platform has influenced your online shopping most?,University,Medford High School,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
237,What social platform has influenced your online shopping most?,University,Medford High School,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
238,What social platform has influenced your online shopping most?,University,Medford High School,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
239,What social platform has influenced your online shopping most?,University,Medford High School,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
240,What social platform has influenced your online shopping most?,University,University of British Columbia,Facebook,1,0.333,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,0.4947245221342139
241,What social platform has influenced your online shopping most?,University,University of British Columbia,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
242,What social platform has influenced your online shopping most?,University,University of British Columbia,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
243,What social platform has influenced your online shopping most?,University,University of British Columbia,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
244,What social platform has influenced your online shopping most?,University,University of British Columbia,nan,2,0.667,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,1.6980959347128188
245,What social platform has influenced your online shopping most?,University,Colby College,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
246,What social platform has influenced your online shopping most?,University,Colby College,Instagram,2,1.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,-0.3969107843301633,2.8978644388705295
247,What social platform has influenced your online shopping most?,University,Colby College,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
248,What social platform has influenced your online shopping most?,University,Colby College,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
